River,Year,Total_Returns,AgeClass_0.1,AgeClass_0.2,AgeClass_0.3,AgeClass_0.4,AgeClass_0.5,AgeClass_1.1,AgeClass_1.3,AgeClass_1.4,AgeClass_1.5,AgeClass_2.1,AgeClass_2.2,AgeClass_2.3,AgeClass_2.4,AgeClass_3.1,AgeClass_3.2,AgeClass_3.4,Total_Returns_NextYear,Pacea_ALPI_Anomaly,npi_mean_NovMar,oni_mean_DecFeb,mei_mean_AprSep,npgo_mean_DecFeb,ao_mean_DecMar,pdo_mean_DecMar,pdo_mean_MaySep,sst_aprjul,sst_anom,sss_mayaug,Total_Spawners_BroodYear
Bonneville Lock & Dam,1985,166340.0,0.0,0.0,0.0,0.0,0.0,1461.0,1732.0,0.0,0.0,585.0,12143.0,0.0,0.0,0.0,0.0,0.0,58123.0,-1.64,1010.006,25.64333333333333,-0.635,0.170517743,-0.81225,0.3725,0.002,12.268482685089111,-0.464134571769021,31.5960154900184,253516044.9924
Bonneville Lock & Dam,1986,58123.0,0.0,0.0,0.0,0.0,0.0,24062.0,9094.0,0.0,0.0,510.0,2371.0,158.0,0.0,0.0,0.0,0.0,116993.0,5.2,1004.794,26.156666666666663,0.315,-1.2994893666666667,-0.87225,1.13,0.46,12.450838565826416,-0.2817786910317164,31.513682548816384,140171998.662
Bonneville Lock & Dam,1987,116993.0,0.0,0.0,0.0,0.0,0.0,22999.0,2611.0,0.0,0.0,1673.0,12805.0,0.0,0.0,0.0,0.0,0.0,79714.0,3.62,1005.968,27.80333333333333,1.7283333333333333,0.3326573833333333,-1.07675,1.4975,1.086,12.612856149673462,-0.1197611071846704,31.73060255784255,207246638.0304
Bonneville Lock & Dam,1988,79714.0,0.0,0.0,0.0,0.0,0.0,547.0,13259.0,0.0,0.0,2057.0,5384.0,0.0,0.0,0.0,0.0,0.0,41884.0,1.21,1008.134,27.406666666666663,-1.16,0.8647857866666667,-0.383,0.5325,-0.286,12.518271684646606,-0.2143455722115259,31.21253666510949,173748264.8112
Bonneville Lock & Dam,1989,41884.0,0.0,0.0,0.0,0.0,0.0,298.0,3809.0,0.0,0.0,523.0,3052.0,210.0,0.0,0.0,0.0,0.0,49581.0,-2.68,1011.742,24.93,-0.8966666666666667,0.90987403,2.3985,-1.0175,-0.0859999999999999,12.952309131622314,0.219691874764182,31.87344807844896,295548090.1974
Bonneville Lock & Dam,1990,49581.0,0.0,0.0,0.0,0.0,0.0,7260.0,5001.0,0.0,0.0,393.0,7681.0,157.0,0.0,0.0,0.0,0.0,76481.0,-0.87,1010.906,26.686666666666667,0.1116666666666666,-0.0613260966666666,1.68725,-0.76,-0.314,12.745895385742188,0.0132781288840551,31.445733143733097,279468938.484
Bonneville Lock & Dam,1991,76481.0,0.0,0.0,0.0,0.0,0.0,4072.0,13678.0,0.0,0.0,1958.0,342.0,76.0,0.0,0.0,0.0,0.0,84992.0,0.45,1011.244,27.036666666666665,0.5566666666666666,-0.86051957,0.1492499999999999,-1.5550000000000002,-1.136,11.969432592391968,-0.7631846644661646,31.59170048053448,271652799.5568
Bonneville Lock & Dam,1992,84992.0,0.0,0.0,0.0,0.0,0.0,5170.0,5755.0,0.0,0.0,2894.0,15129.0,0.0,0.0,0.0,0.0,0.0,80178.0,2.14,1006.456,28.363333333333333,1.0266666666666666,-0.05881037,1.06725,0.04,1.056,13.73251724243164,0.9998999855735082,31.504708106701194,215203442.2938
Bonneville Lock & Dam,1993,80178.0,0.0,0.0,0.0,0.0,0.0,0.0,8043.0,0.0,0.0,0.0,5640.0,984.0,0.0,0.0,0.0,0.0,12678.0,-0.94,1008.754,26.82333333333333,1.0116666666666667,-2.2754968,1.5175,0.0775,1.686,13.359548568725586,0.6269313118674535,31.19323132588313,279170571.7422
Bonneville Lock & Dam,1994,12678.0,0.0,0.0,0.0,0.0,0.0,440.0,8583.0,0.0,0.0,146.0,1503.0,106.0,0.0,0.0,0.0,0.0,8774.0,-0.63,1010.356,26.8,0.5266666666666667,-1.9444107,0.15675,0.53,-0.53,12.846726417541504,0.1141091606833715,31.33834582108718,282314886.606
Bonneville Lock & Dam,1995,8774.0,0.0,0.0,0.0,0.0,0.0,2451.0,303.0,0.0,0.0,764.0,259.0,95.0,0.0,0.0,0.0,0.0,30232.0,1.59,1008.562,27.66333333333333,-0.2749999999999999,-1.02555351,0.6405000000000001,-0.65,0.806,13.440120697021484,0.707503440163352,31.481676761920635,290947418.9244
Bonneville Lock & Dam,1996,30232.0,0.0,0.0,0.0,0.0,0.0,534.0,1095.0,0.0,0.0,232.0,2110.0,0.0,0.0,0.0,0.0,0.0,47008.0,0.86,1007.772,25.84,-0.7166666666666667,-0.49204,-1.16175,0.8275,0.642,12.640903234481812,-0.0917140223763208,30.786397053645207,153023379.2838
Bonneville Lock & Dam,1997,47008.0,0.0,0.0,0.0,0.0,0.0,315.0,2333.0,0.0,0.0,298.0,2343.0,341.0,0.0,0.0,0.0,0.0,13218.0,0.49,1008.67,26.23333333333333,1.653333333333333,-1.3694127,0.2004999999999999,0.2725,1.94,13.636590719223022,0.90397346236489,30.366996471698467,181922009.1606
Bonneville Lock & Dam,1998,13218.0,0.0,0.0,0.0,0.0,0.0,2939.0,7485.0,0.0,0.0,194.0,1158.0,70.0,0.0,0.0,0.0,0.0,17877.0,4.58,1005.478,28.87333333333333,0.1016666666666666,0.8962181933333333,-0.64725,1.2125,-1.068,13.4045991897583,0.6719819329001684,31.30554951154269,182470666.8132
Bonneville Lock & Dam,1999,17877.0,0.0,0.0,0.0,0.0,0.0,1558.0,559.0,0.0,0.0,466.0,760.0,130.0,0.0,0.0,0.0,0.0,93398.0,0.13,1009.446,25.21333333333333,-1.1866666666666663,1.38527183,0.1132499999999999,-1.0275,-2.122,11.820371866226196,-0.912245390631936,31.473274891193093,258196774.9086
Bonneville Lock & Dam,2000,93398.0,0.0,0.0,0.0,0.0,0.0,3825.0,598.0,0.0,0.0,427.0,424.0,118.0,0.0,0.0,0.0,0.0,114934.0,0.26,1008.446,25.11,-0.675,1.5269583,0.7345,-1.515,-1.218,12.912529945373535,0.1799126885154027,31.51620068916908,168368966.9406
Bonneville Lock & Dam,2001,114934.0,0.0,0.0,0.0,0.0,0.0,1171.0,12394.0,0.0,0.0,513.0,8810.0,0.0,0.0,0.0,0.0,0.0,49610.0,1.5,1007.084,25.98333333333333,-0.2383333333333333,2.660991533333333,-1.4055,0.015,-1.642,12.08439826965332,-0.6482189872048121,32.22466197380653,219091089.15
Bonneville Lock & Dam,2002,49610.0,0.0,0.0,0.0,0.0,0.0,458.0,6887.0,0.0,0.0,116.0,20446.0,508.0,0.0,46.0,1425.0,0.0,39291.0,-0.37,1009.196,26.52,0.3616666666666667,2.0203324,0.56625,-1.08,-0.658,11.96170711517334,-0.7709101416847925,31.4201246041518,167803997.5782
Bonneville Lock & Dam,2003,39291.0,0.0,0.0,0.0,0.0,0.0,9713.0,6025.0,0.0,0.0,2373.0,492.0,343.0,0.0,5230.0,806.0,0.0,123291.0,2.8,1005.066,27.56,-0.0966666666666666,1.86609866,-0.25075,1.315,0.124,13.032002687454224,0.2993854305960912,31.62056530438937,210608386.1964
Bonneville Lock & Dam,2004,123291.0,0.0,0.0,0.0,0.0,0.0,1218.0,337.0,0.0,0.0,0.0,784.0,235.0,0.0,235.0,0.0,0.0,72971.0,2.83,1008.564,27.0,0.1233333333333333,0.38554044,-0.65775,-0.3775,0.16,13.539613723754885,0.8069964668967504,31.74168744454017,301107892.7736
Bonneville Lock & Dam,2005,72971.0,0.0,0.0,0.0,0.0,0.0,804.0,5447.0,0.0,0.0,783.0,483.0,0.0,0.0,287.0,267.0,0.0,37066.0,0.9,1008.15,27.293333333333333,0.0866666666666666,-1.5064687166666668,-0.25825,-0.025,0.182,13.358179807662964,0.6255625508048315,31.26567132656391,295562934.0
Bonneville Lock & Dam,2006,37066.0,0.0,0.0,0.0,0.0,0.0,201.0,6815.0,0.0,0.0,734.0,5359.0,104.0,0.0,515.0,0.0,0.0,24376.0,0.37,1010.108,25.90333333333333,0.0016666666666666,-1.04372476,-1.0085,0.02,-0.432,12.523884296417236,-0.208732960440896,31.380880172436058,251653230.0
Bonneville Lock & Dam,2007,24376.0,0.0,0.0,0.0,0.0,0.0,9734.0,2665.0,0.0,0.0,1482.0,2660.0,610.0,0.0,0.0,0.0,0.0,213607.0,0.55,1009.826,27.316666666666663,-0.7116666666666667,-0.1777491063333333,1.04775,-0.73,-0.162,12.555867671966553,-0.1767495848915796,31.227580767411453,226573812.0
Bonneville Lock & Dam,2008,213607.0,0.0,0.0,0.0,0.0,0.0,15260.0,1080.0,0.0,0.0,3687.0,6530.0,278.0,0.0,0.0,0.0,0.0,177823.0,-1.1,1009.304,25.12333333333333,-0.9516666666666668,0.8532889033333333,0.7909999999999999,-1.2725,-1.83,11.167316436767578,-1.5653008200905545,31.377079633566048,229075560.0
Bonneville Lock & Dam,2009,177823.0,0.0,0.0,0.0,0.0,0.0,18137.0,10593.0,0.0,0.0,1758.0,6457.0,126.0,0.0,0.0,0.0,0.0,386525.0,-3.96,1013.466,25.916666666666664,-0.0066666666666666,0.66514552,0.22425,-1.74,-0.584,11.7968111038208,-0.9358061530373316,32.15547723036546,153899334.0
Bonneville Lock & Dam,2010,386525.0,0.0,0.0,0.0,0.0,0.0,6178.0,10030.0,0.0,0.0,1413.0,11156.0,0.0,0.0,0.0,0.0,0.0,185796.0,4.08,1006.49,28.136666666666667,-1.3316666666666666,1.6738658666666666,-2.6745,-0.0925,-1.524,12.44240117073059,-0.2902160861275416,30.774290084838867,251178642.0
Bonneville Lock & Dam,2011,185796.0,0.0,0.0,0.0,0.0,0.0,32729.0,20655.0,0.0,0.0,3721.0,7639.0,184.0,0.0,0.0,0.0,0.0,515673.0,-0.62,1011.132,25.306666666666665,-1.096666666666667,0.3997249266666667,-0.32875,-1.645,-1.782,12.362130403518677,-0.3704868533394556,30.471963992485637,152622936.0
Bonneville Lock & Dam,2012,515673.0,0.0,0.0,0.0,0.0,0.0,6637.0,6391.0,0.0,0.0,2475.0,5092.0,0.0,0.0,0.0,286.0,0.0,185505.0,0.27,1010.324,25.83333333333333,-0.1583333333333333,0.471165961,0.7505000000000001,-1.815,-2.348,12.46149206161499,-0.2711251952431421,29.95955118766198,171909702.0
Bonneville Lock & Dam,2013,185505.0,0.0,0.0,0.0,0.0,0.0,32198.0,24784.0,0.0,0.0,889.0,11190.0,0.0,0.0,0.0,0.0,0.0,614179.0,-0.12,1010.312,26.35333333333333,-0.6233333333333333,1.1171110666666666,-1.63775,-1.3275,-1.098,12.651619911193848,-0.0809973456642847,31.58715149072501,172106298.0
Bonneville Lock & Dam,2014,614179.0,0.0,0.0,0.0,0.0,0.0,87497.0,3675.0,0.0,0.0,433.0,4419.0,0.0,0.0,0.0,0.0,0.0,510706.0,-0.57,1009.804,26.326666666666668,0.0383333333333333,-0.7239368633333333,0.439,-0.4325,0.468,13.10304832458496,0.3704310677268285,31.10875925650964,256994478.0
Bonneville Lock & Dam,2015,510706.0,0.0,0.0,0.0,0.0,0.0,692.0,28086.0,0.0,0.0,869.0,2089.0,0.0,0.0,0.0,0.0,0.0,342498.0,0.34,1007.862,27.27,1.5233333333333334,-0.7725732833333334,1.09625,1.5550000000000002,0.8999999999999999,13.640718936920166,0.9081016800620336,30.0048167522137,389095632.0
Bonneville Lock & Dam,2016,342498.0,0.0,0.0,0.0,0.0,0.0,2471.0,36621.0,0.0,0.0,0.0,1828.0,0.0,0.0,0.0,0.0,0.0,87693.0,4.13,1006.588,29.130000000000003,0.3066666666666666,0.0258715233333333,0.0627499999999999,0.9725,0.322,13.786280155181885,1.0536628983237524,29.721339225769043,228180024.0
Bonneville Lock & Dam,2017,87693.0,0.0,0.0,0.0,0.0,0.0,11400.0,32300.0,0.0,0.0,629.0,351.0,0.0,0.0,0.0,0.0,0.0,193816.0,-2.51,1010.256,26.356666666666666,-0.39,-0.81415251,1.10825,0.1575,-0.1,13.043886423110962,0.3112691662528295,28.956254518949063,309866735.0
Bonneville Lock & Dam,2018,193816.0,0.0,0.0,0.0,0.0,0.0,696.0,3208.0,0.0,0.0,2294.0,1816.0,0.0,0.0,476.0,78.0,0.0,63046.0,-2.2,1012.978,25.793333333333333,-0.2916666666666667,-2.1559666666666666,-0.292,-0.1149999999999999,-0.342,13.323981761932371,0.5913645050742407,29.36031913757325,297669162.0
Bonneville Lock & Dam,2019,63046.0,0.0,0.0,0.0,0.0,0.0,34333.0,763.0,0.0,0.0,14092.0,2896.0,41.0,0.0,41.0,0.0,0.0,341739.0,1.25,1009.398,27.47,0.2766666666666666,-1.5390468766666667,0.6655000000000001,-0.4175,0.166,13.077645301818848,0.3450280449607152,29.92383546095628,117886280.0
Bonneville Lock & Dam,2020,341739.0,0.0,0.0,0.0,0.0,0.0,2943.0,591.0,0.0,0.0,409.0,682.0,0.0,0.0,0.0,0.0,0.0,151765.0,-2.05,1011.762,27.22,-0.6849999999999999,-2.1876051333333333,2.22225,-1.16,-0.914,12.927444458007812,0.1948272011496801,29.657725517566387,102998910.0
Bonneville Lock & Dam,2021,151765.0,0.0,0.0,0.0,0.0,0.0,41393.0,20844.0,0.0,0.0,1437.0,988.0,0.0,0.0,0.0,0.0,0.0,663253.0,0.67,1010.636,25.65333333333333,-1.1966666666666668,-1.0642314366666668,-0.8255,-1.09,-1.754,12.571558713912964,-0.1610585429451685,31.033602421100323,68131266.0
Bonneville Lock & Dam,2022,663253.0,0.0,0.0,0.0,0.0,0.0,13084.0,14244.0,0.0,0.0,4224.0,2773.0,0.0,0.0,0.0,0.0,0.0,327600.0,-0.47,1010.524,25.746666666666663,-1.7983333333333331,-1.8655508666666665,0.72375,-2.1725,-2.174,12.383915185928345,-0.3487020709297876,31.787852140573357,17845457.0
Bonneville Lock & Dam,2023,327600.0,0.0,0.0,0.0,0.0,0.0,30066.0,33729.0,0.0,0.0,744.0,13943.0,0.0,0.0,0.0,0.0,0.0,755909.0,,1011.92,26.063333333333333,0.2816666666666667,-1.9729653666666669,-0.37825,-1.8875,-2.586,12.512492179870604,-0.2201250769875269,31.83534475473257,
