AgeClass_2.1,Total_Returns,AgeClass_1.2,River_Kvichak,AgeClass_2.2,AgeClass_2.3,River_Igushik,AgeClass_1.3,River_Nushagak,River_Egegik,Year,Total_Returns_NextYear
5.94688772462506e-10,378138.280997038,331299.990064692,0,20219.1620337071,13499.3987865245,0,13119.730112112,0,0,1963,759383.050311972
8.07157218338651e-06,759383.050311972,121361.342761154,0,286853.65940287,8577.2970628815,0,338122.232404937,0,0,1964,397860.608256364
6.472763733368961e-09,397860.608256364,50293.2450260829,0,166914.93864006,50738.8937718332,0,116448.344108643,0,0,1965,394077.159015449
0.0,394077.159015449,110266.243567286,0,6138.95631741,43428.8941591372,0,232930.743783171,0,0,1966,344305.585577397
415.023382200934,344305.585577397,231001.909353708,0,1626.32571067297,1.07349935010011e-09,0,104885.029508684,0,0,1967,314033.557374858
1880.28152504957,314033.557374858,97650.4215483889,0,30953.023329648,22573.0166335278,0,151684.161192015,0,0,1968,324288.955169264
509.92968359188,324288.955169264,110322.958582639,0,112243.297590412,819.210986777643,0,90731.091836029,0,0,1969,500779.511421109
0.0,500779.511421109,304544.093668233,0,29040.2718764478,73017.5129050708,0,88347.8488845848,0,0,1970,537293.524453276
2325.1893646584,537293.524453276,260360.126735236,0,13317.4626320725,17530.7969367517,0,229247.6170294,0,0,1971,302589.30717202
0.0,302589.30717202,182414.447683053,0,59199.567021546,8812.22642033874,0,52163.0660470705,0,0,1972,63552.9693707139
0.0,63552.9693707139,1353.56258474515,0,685.373335848824,9009.8650701927,0,52504.168379925,0,0,1973,247579.730446879
9.26187812321765e-10,247579.730446879,78027.4800440757,0,108529.167421717,2904.42524298189,0,54756.5338009252,0,0,1974,112656.701619766
0.0,112656.701619766,28837.9158028944,0,8320.09275050936,15545.3603760262,0,58491.2016343907,0,0,1975,157449.670683924
1.0263018204556e-09,157449.670683924,70319.7172587099,0,30123.1698122469,802.980124938575,0,56203.8034880226,0,0,1976,234915.33416411
0.0,234915.33416411,2.10659443090841e-08,0,2.97670952157567e-08,207343.173211308,0,27572.1609527256,0,0,1977,1110702.15448368
6.38785807830887e-08,1110702.15448368,722581.359778921,0,350599.519763644,2.13645956369201e-07,0,6686.6405200102,0,0,1978,1620186.93918502
3.22550071716767e-08,1620186.93918502,8.16422606991052e-08,0,1551297.18495049,3.79843046161305e-08,0,2.8488228459525e-08,0,0,1979,855660.862369649
1.46139377608859,855660.862369649,0.0130203502526552,0,0.0242000187400006,0.212863893700389,0,467274.994785132,0,0,1980,667234.69757733
0.0,667234.69757733,2.87778014771251e-07,0,1.89349592362714e-06,492798.395639225,0,157897.417413923,0,0,1981,1345575.81985953
0.0,1345575.81985953,561752.380683031,0,2.63081103636135e-08,94648.7997569247,0,689174.639419491,0,0,1982,2664575.17756896
16623.3375478586,2664575.17756896,947783.062132826,0,512955.087149749,145046.234689796,0,1026219.17470876,0,0,1983,1193249.44342189
5.1303709269791e-08,1193249.44342189,1.71255923882087e-08,0,1047576.63469065,2.14151240254241e-08,0,81154.7648968063,0,0,1984,843580.108726095
4.34331103477996e-07,843580.108726095,174414.656177659,0,269864.31356015,1.06792730594515e-06,0,368591.127036937,0,0,1985,1020938.70832225
0.0,1020938.70832225,3.30042794883352e-08,0,1.59698126539881e-08,5.43051268172854e-08,0,1008291.54835751,0,0,1986,780737.319080473
0.0,780737.319080473,3.11040645777601e-08,0,2.29899607776359e-08,1.13997439818948e-07,0,767481.154956002,0,0,1987,851134.598568929
1.18251687032876e-07,851134.598568929,403722.288022385,0,8.1492940204979e-08,2.43322425082375e-08,0,434065.17230692,0,0,1988,1379369.76653295
2.90229584732625e-08,1379369.76653295,86570.4268066248,0,4.31303444672068e-08,1247.1611182917,0,1250869.72502813,0,0,1989,1591425.18648978
3.99422731880819e-08,1591425.18648978,9.33481460050034e-08,0,1.1314926788431e-08,772146.242668685,0,792074.181830565,0,0,1990,1684654.87060508
3.48685556190173e-08,1684654.87060508,2.69687089578247e-08,0,1.34843544838847e-07,720017.363924799,0,954824.079690286,0,0,1991,1461638.5858147
9.667689936106061e-09,1461638.5858147,9.50608087674408e-09,0,1.18826011011931e-08,1066241.36924701,0,394531.994668672,0,0,1992,2451734.91460459
7.71666475425494e-08,2451734.91460459,712704.841944845,0,615410.937758418,374484.406268351,0,638576.414798764,0,0,1993,2062023.39943197
5.06417998013343e-08,2062023.39943197,3.46728036109283e-08,0,691211.909936563,1.37400706340816e-08,0,1322636.53214485,0,0,1994,2198777.94068358
3.29127159845605e-07,2198777.94068358,1012274.36267232,0,1.75824998710406e-07,4.49176845203496e-06,0,1174114.76128111,0,0,1995,2383541.73513812
1.17132253485751e-08,2383541.73513812,3.10929991138278e-08,0,8.182368186463411e-09,1.47192398921552e-08,0,2341905.26475263,0,0,1996,814336.197799176
0.0,814336.197799176,1463.53901417289,0,0.0028574057230692,53630.1072266333,0,150356.315653665,0,0,1997,1185591.30318944
4.46890570593246e-08,1185591.30318944,9.60279929239396e-08,0,226712.783122949,1.17343086167266e-08,0,957262.241291818,0,0,1998,3028936.64962732
3.5323165856719904e-09,3028936.64962732,2028132.49256904,0,1106.66577731393,311042.286581127,0,688616.328852843,0,0,1999,2189169.95364768
0.0,2189169.95364768,40387.3104103675,0,1922.91169605244,259857.140844817,0,1861831.56074104,0,0,2000,1186912.55495206
11.0732961268463,1186912.55495206,1871.38703178611,0,1162.69608485333,3421.64847890156,0,1167710.21614416,0,0,2001,941300.532766827
8095.76288245844,941300.532766827,9903.0144088113,0,85372.1284523524,7234.11690859409,0,625825.295889401,0,0,2002,4157797.34513923
47.0123878646724,4157797.34513923,802308.796826708,0,269435.093626898,620197.121784919,0,2422101.56698494,0,0,2003,7525949.13672296
3.861875732248291e-09,7525949.13672296,5559714.5741177,0,646231.010504353,56520.4843491603,0,1213013.13415304,0,0,2004,5224715.57924587
17.8963723393896,5224715.57924587,127914.746489427,0,34671.4739623912,1053967.22420046,0,4007257.57007096,0,0,2005,3342878.91777659
2.6908225396372703e-09,3342878.91777659,1774631.8424627,0,37516.6496544994,115780.485602792,0,1366722.79401102,0,0,2006,4771232.68234795
3.28366455168492e-09,4771232.68234795,2760468.64933077,0,67960.4396480406,92409.7002009499,0,1836230.7495599,0,0,2007,4706011.45544888
3.3137610944095303e-09,4706011.45544888,860687.90830502,0,5381.48148886453,38416.9693389115,0,3797307.26418978,0,0,2008,2369159.92845688
3.2871775560735503e-09,2369159.92845688,741790.312619227,0,109723.987646765,21436.2485089502,0,1378015.36806703,0,0,2009,2815554.25637383
3.1261398344975104e-09,2815554.25637383,666876.142702747,0,127545.81053188,148341.450214179,0,1855297.3901087,0,0,2010,2249301.6714231
2.56780172029575e-09,2249301.6714231,500487.025407792,0,54790.9602076992,108098.158579582,0,1577882.43049714,0,0,2011,2227427.39917791
2486.66695484511,1991859.77312533,50461.3757551481,0,1064195.56658017,706515.782617949,0,62982.4174894183,0,1,1963,2012601.39784247
397.259212380807,2012601.39784247,213842.155925381,0,1246563.36415206,290239.284113091,0,155084.844135,0,1,1964,5170949.66989731
6.3796535382306e-09,5170949.66989731,47269.2127993653,0,4134127.5327971,635809.187730824,0,340500.308659228,0,1,1965,2903851.05100472
404.820397896867,2903851.05100472,3547.20084853706,0,383656.348945277,2347788.88831239,0,104163.889264195,0,1,1966,1725062.79500242
2263.72482183759,1725062.79500242,2667.33665751979,0,716891.189438435,916276.145930265,0,19755.1117753925,0,1,1967,1011976.91402385
5946.09094094016,1011976.91402385,61057.6685245574,0,513647.200688717,309636.987032047,0,85596.9672014015,0,1,1968,2016715.50026297
24472.0456513048,2016715.50026297,24283.8692846673,0,1534886.7928236,298366.852208758,0,36450.1269067563,0,1,1969,1945368.91283336
105.296467375146,1945368.91283336,145853.767287498,0,1485853.91560223,222304.18945327,0,10867.3518527134,0,1,1970,1996100.30112886
469.584662191999,1996100.30112886,56673.2733820222,0,563055.124601477,811265.610024783,0,550527.837809223,0,1,1971,1774534.94739064
0.0,1774534.94739064,20399.370710824,0,748745.138068215,781194.330667739,0,188696.431887962,0,1,1972,787541.574469531
3357.56620665182,787541.574469531,8738.09020164235,0,90534.2234611752,630902.243306623,0,46666.2257564225,0,1,1973,1504237.23138679
1.3874653410370701e-09,1504237.23138679,106126.789447892,0,1090569.10541037,200828.181241228,0,103338.321305227,0,1,1974,2238670.98386349
3281.67884831183,2238670.98386349,21238.0811683445,0,565759.842344481,1178714.93914402,0,81044.9503667801,0,1,1975,1704895.44818508
3.9991706197645e-08,1704895.44818508,8.60229626853171e-08,0,1289361.41407833,1.1215028064301e-06,0,1.67021431998158e-07,0,1,1976,2998167.00917235
438.287445848787,2998167.00917235,35038.0514969548,0,1532499.67750337,1266964.97805026,0,72017.7825254225,0,1,1977,2078292.47405351
12430.2677841938,2078292.47405351,49637.8861743482,0,585164.945693657,1234294.4516882,0,75610.92360019,0,1,1978,2579853.16983699
7278.98794096047,2579853.16983699,55085.4064913055,0,1666318.81278854,724245.700117893,0,88787.3628684281,0,1,1979,3449719.40650296
53443.0014478203,3449719.40650296,381107.074036953,0,2234183.05779519,561289.69555439,0,151116.007140682,0,1,1980,4641785.16323844
1845.6220134943,4641785.16323844,823006.34004229,0,2772401.05416945,580804.416617557,0,452344.430146035,0,1,1981,3785029.67662826
6740.84741303865,3785029.67662826,387998.123655552,0,628139.000824013,820445.389508997,0,1935491.15002476,0,1,1982,8446307.46076155
2251.36580569826,8446307.46076155,657109.966080765,0,6590350.2315994,698974.783932973,0,422634.677995225,0,1,1983,5458425.15926404
22071.5574295589,5458425.15926404,706929.194513017,0,1973576.03352205,2484584.88846867,0,219730.835599905,0,1,1984,8331666.15578183
45078.0150934052,8331666.15578183,593439.336698787,0,4056129.29245678,1176188.83574639,0,2450118.34732742,0,1,1985,5506500.13137332
11565.195699716,5506500.13137332,1215619.20920408,0,2883765.6916511,948854.162341329,0,432085.826268265,0,1,1986,6385229.4437274
7273.00869965581,6385229.4437274,1279753.33388307,0,1689006.95305748,1470066.35522802,0,1929108.55719637,0,1,1987,8117564.37869095
85549.4640201912,8117564.37869095,398395.698490898,0,3484607.88307377,1557303.2419347,0,2553114.46233311,0,1,1988,9807459.992326
33924.7866813519,9807459.992326,425954.881389059,0,5245773.72787418,3439216.6486598,0,637987.579001357,0,1,1989,12605427.226271
10806.6344763956,12605427.226271,2415527.11158373,0,4020182.86056915,5130350.33121676,0,781317.551974892,0,1,1990,9235470.32752669
69292.0860577992,9235470.32752669,699118.622713006,0,4062145.44830156,1102467.0081613,0,3246243.1863537,0,1,1991,17890992.6677803
106273.639441212,17890992.6677803,296195.231657617,0,8870956.78766811,4210470.4769184,0,4224764.3198417,0,1,1992,24250547.8608733
37449.1652156503,24250547.8608733,199211.883823385,0,11121318.3761393,11458635.4830289,0,1049593.95412407,0,1,1993,12738312.4809906
73045.6067646731,12738312.4809906,393971.17983723,0,5179386.21914642,6458564.46000748,0,251240.483423863,0,1,1994,15374929.535914
18657.0438169981,15374929.535914,1208928.89659698,0,8809854.6504351,4242640.52504539,0,729603.397874664,0,1,1995,12416197.4083175
38890.8738274181,12416197.4083175,239876.584152459,0,3223466.05149961,5980914.37495549,0,2874740.51729011,0,1,1996,7932122.50978972
30535.0373633574,7932122.50978972,117628.642903402,0,4580342.54383062,2573855.01220895,0,531796.340706028,0,1,1997,4689597.35140164
67291.0248553182,4689597.35140164,249363.128415902,0,800145.243182579,3190111.53283995,0,329344.10391587,0,1,1998,6481074.18813977
3043.05999239065,6481074.18813977,1495268.13582122,0,3805468.74727158,653288.021947111,0,493716.326715755,0,1,1999,8168699.04601649
3483.7714829004,8168699.04601649,412382.557954044,0,1726750.27502771,3299275.74998658,0,2696123.58303612,0,1,2000,3566444.17896747
18742.2858746211,3566444.17896747,17162.1261780294,0,542540.181669639,1539472.47498478,0,1386366.08215562,0,1,2001,5544321.67311356
12649.3265510701,5544321.67311356,20334.5866728331,0,3493430.96881301,1749165.38584548,0,177854.741528293,0,1,2002,3217355.65031874
171813.956523938,3217355.65031874,162299.808215507,0,490761.377167058,2069386.18113183,0,76433.635755037,0,1,2003,11642669.2721425
25104.9157361549,11642669.2721425,1302473.62393083,0,9207076.01868299,654091.752303933,0,395983.316397645,0,1,2004,9402204.39224947
47658.7306920056,9402204.39224947,292655.805574131,0,3546271.31298221,3035602.31866861,0,2432554.43428977,0,1,2005,8613841.93718493
45866.3992286875,8613841.93718493,1450971.28166601,0,1585956.61028939,4647480.75583796,0,797157.916885736,0,1,2006,7395032.41616077
41158.6916349411,7395032.41616077,1984955.74038946,0,1050682.28676067,2059102.14848678,0,2203107.66731632,0,1,2007,7827635.4595457
39826.9787051398,7827635.4595457,2789827.27312319,0,1926995.45842106,511617.566211839,0,2552431.04308303,0,1,2008,12269670.9502186
36928.6230911097,12269670.9502186,470725.912920338,0,6022979.23881917,2245895.78168719,0,3459265.92735207,0,1,2009,5145650.23625544
121161.372517706,5145650.23625544,144943.023788434,0,2866201.43686753,1767627.19960324,0,202329.242340627,0,1,2010,4604185.01678217
71868.1472562349,4604185.01678217,53088.1178603434,0,1632027.24427534,2550952.98487324,0,253935.80865245,0,1,2011,5925626.757034
6.07240745511028e-10,136350.697332423,75778.7868724637,0,14002.1694942169,9213.01055497662,1,37356.7304107639,0,0,1963,191054.089682969
106.338716830564,191054.089682969,41541.8841299536,0,45064.4314373949,13488.279684912,1,90589.3051455239,0,0,1964,297253.094768302
0.0,297253.094768302,28373.4417361015,0,26634.6342561283,16193.6668770054,1,225973.2496451,0,0,1965,310078.422112503
0.0,310078.422112503,16810.8725739052,0,9652.72716855057,29630.3018288748,1,253124.411994176,0,0,1966,412373.603097489
0.0,412373.603097489,196557.533604264,0,5143.6676018194,9303.37438129663,1,200761.539802834,0,0,1967,290685.716349159
261.393820069712,290685.716349159,124313.039761216,0,22418.4062805172,5541.26055409494,1,137345.660903698,0,0,1968,759994.230441263
4.451303712057011e-09,759994.230441263,319406.427166208,0,103991.00089101,11591.309550007,1,325005.492834017,0,0,1969,522005.614333074
1.5928381912749602e-09,522005.614333074,54400.7340562783,0,168321.36908597,28877.0101951486,1,270050.316174651,0,0,1970,335231.213294444
8.533299303196101e-10,335231.213294444,43478.9860461826,0,5391.59210030622,52842.3116547371,1,232636.801883326,0,0,1971,127964.893817529
0.0,127964.893817529,48449.7681851427,0,10883.8954089287,8481.55094435131,1,59860.6591918687,0,0,1972,113965.847478828
0.0,113965.847478828,829.533383091696,0,513.266387286797,10676.4441893771,1,101707.189732778,0,0,1973,430597.397559324
298.992077003859,430597.397559324,36787.9445782532,0,278332.375578764,6714.58461572676,1,107254.421787998,0,0,1974,357436.719192195
0.0,357436.719192195,58279.2225364672,0,62987.4091691747,88830.5692505424,1,144568.441138254,0,0,1975,307997.323769661
0.0,307997.323769661,93770.5369866114,0,39332.8451467917,42459.3963630278,1,131521.320378435,0,0,1976,170035.147841875
0.0,170035.147841875,17240.5616842293,0,5305.52015900562,28793.6153514122,1,117096.707203979,0,0,1977,845205.120517744
1369.90118221058,845205.120517744,412982.632763605,0,14680.6842638902,10711.7190097259,1,399007.257949503,0,0,1978,1392465.72025253
0.0,1392465.72025253,543521.457723918,0,240732.706675805,18926.6702567137,1,589284.885596081,0,0,1979,2393480.99599971
4261.01192668877,2393480.99599971,412827.840965349,0,119242.057999071,20162.4307452916,1,1835021.79251667,0,0,1980,1338130.80472696
1.20343151215038e-09,1338130.80472696,174666.611159413,0,106555.087916822,311784.506102853,1,741008.261781636,0,0,1981,716737.279367226
0.0,716737.279367226,36010.9673169403,0,5599.93764369033,80921.1451061934,1,585308.29028396,0,0,1982,1187356.7878021
0.0,1187356.7878021,611311.972648797,0,146031.241001022,14539.9305942744,1,368460.015244344,0,0,1983,299792.021404745
0.0,299792.021404745,14270.1654453668,0,10184.308465902,11699.7630280599,1,263564.849421988,0,0,1984,643146.426634462
0.0,643146.426634462,243467.375443037,0,34536.6613368393,11078.4693004255,1,353924.090564759,0,0,1985,609140.887721097
0.0,609140.887721097,50848.0992580861,0,6742.42780413489,41072.2493567692,1,502783.45522623,0,0,1986,471444.664514473
0.0,471444.664514473,105984.417151556,0,7066.80258255463,34235.7984340408,1,272741.457669263,0,0,1987,293251.486183226
0.0,293251.486183226,30298.4194229752,0,6210.5613509351,8363.40833787563,1,247075.199373522,0,0,1988,906594.833336457
0.0,906594.833336457,395497.523860395,0,52282.1071146441,28970.9463532685,1,419160.866030141,0,0,1989,876172.314090937
0.0,876172.314090937,157348.044964435,0,50115.516454388,16033.0906515222,1,639187.667843652,0,0,1990,1645838.46758343
0.0,1645838.46758343,75587.8467581789,0,9445.27791610853,41159.6814807239,1,1497275.24200159,0,0,1991,470347.579550268
0.0,470347.579550268,105973.281997585,0,2144.56089346305,15520.4950934021,1,338280.673118261,0,0,1992,717075.486430648
0.0,717075.486430648,213200.354151432,0,5733.940598463,9626.49788143917,1,479542.117997172,0,0,1993,906828.270858712
0.0,906828.270858712,138197.883361157,0,48454.0404572186,21898.1674731482,1,693503.072953698,0,0,1994,1184424.80378831
0.0,1184424.80378831,170952.823657194,0,95134.7841836071,28293.1452415438,1,883940.866873795,0,0,1995,942695.899808423
0.0,942695.899808423,30018.2271236571,0,2065.11765559716,106710.011329751,1,798731.025340402,0,0,1996,208758.545280871
0.0,208758.545280871,100425.513591718,0,5334.91141250786,8820.52766679834,1,91713.7599861677,0,0,1997,426033.707533433
6.037691620358201e-10,426033.707533433,163636.987936597,0,13736.6722076451,9186.65914115653,1,239150.727432154,0,0,1998,859317.7453408
0.0,859317.7453408,376061.832221647,0,42975.8617437235,4861.50558390441,1,435418.545791522,0,0,1999,982740.228025599
0.0,982740.228025599,77031.8964232781,0,6531.07891277216,16920.4750836216,1,881255.914116359,0,0,2000,818733.372017471
0.0,818733.372017471,1926.56180904292,0,807.341147153337,8446.29844349383,1,800392.988632161,0,0,2001,199683.679011514
4.60979489960032e-10,199683.679011514,130362.457260891,0,9522.01187852342,5343.9703450639,1,51668.3298701699,0,0,2002,492184.328001902
66.9697353635688,492184.328001902,60852.4275762939,0,2906.78976450378,33171.4834414478,1,393266.121615957,0,0,2003,268355.560747262
0.0,268355.560747262,53303.0136318962,0,58392.8420601181,7520.56159561164,1,146840.919245309,0,0,2004,801087.329199251
0.0,801087.329199251,31827.31825472,0,12377.2904288214,96336.3790393421,1,660546.341476364,0,0,2005,727744.172402435
0.0,727744.172402435,235172.32722565,0,7801.61810371995,38168.1560257532,1,442819.634474873,0,0,2006,1022674.96220155
0.0,1022674.96220155,772529.875114685,0,40568.4355266669,4360.48612137021,1,202313.468254466,0,0,2007,1889371.76755295
0.0,1889371.76755295,596355.805920487,0,2016.94714179297,11810.8871802246,1,1273848.23723212,0,0,2008,1585347.9934337
0.0,1585347.9934337,326356.128009367,0,16999.2444411081,38927.2861344,1,1202309.41578869,0,0,2009,1407871.09000719
0.0,1407871.09000719,187979.077791814,0,28673.866372149,18650.0163059104,1,1169822.40676128,0,0,2010,1015858.07373291
0.0,1015858.07373291,160642.145531697,0,18501.216883357,51682.8267310651,1,782302.549399953,0,0,2011,507189.868172084
950.676473559803,615338.552307089,236513.573980611,1,139962.01179751,203660.860328176,0,32838.213624788,0,0,1963,2181685.0606461
889149.068436662,2181685.0606461,1017276.97189771,1,208488.974788941,59115.1050911245,0,0.036439995883634,0,0,1964,48627304.9222535
1.61837029032427e-08,48627304.9222535,415244.555149864,1,47748182.6637247,5451.3745559352,0,456190.023567753,0,0,1965,8915532.98240037
1970.00989565672,8915532.98240037,107816.714581953,1,2307308.59107592,6282091.61688481,0,201592.688239951,0,0,1966,5545422.52756847
112.552686077263,5545422.52756847,31231.4774550076,1,4720118.38413218,647560.411770949,0,133172.548187807,0,0,1967,3975964.09609028
111881.732630134,3975964.09609028,2288423.1753992,1,925528.361375319,534851.176298574,0,80022.5495135915,0,0,1968,14054748.9658832
485628.761717692,14054748.9658832,10321864.2975106,1,2613880.91631318,336812.838093312,0,288370.729798371,0,0,1969,34839684.7147536
16341.6496887517,34839684.7147536,524321.601589611,1,33528680.5191359,446099.364717071,0,299792.792135706,0,0,1970,6978106.78415245
2298.77664670371,6978106.78415245,342819.377978539,1,4568770.714649,1159447.18128052,0,885877.935223641,0,0,1971,2132286.57842254
0.0,2132286.57842254,300687.473853954,1,991238.608219217,517436.376351891,0,321956.121717234,0,0,1972,410486.629377626
6123.72178527031,410486.629377626,149287.159809694,1,104011.231414388,109957.205306968,0,38561.0983426857,0,0,1973,5061353.08782306
28962.3844788608,5061353.08782306,45470.5098641382,1,4476992.47936102,176511.828547756,0,321597.193222635,0,0,1974,16219630.7034304
45181.8589414011,16219630.7034304,321013.177652402,1,15247972.6844427,546728.39253642,0,40279.6282892446,0,0,1975,3545332.45784603
1.20499395708021e-08,3545332.45784603,1971913.28735589,1,919844.211611493,6.98037967272099e-09,0,653574.958878603,0,0,1976,1675472.25223782
2633.87260535971,1675472.25223782,531509.241158372,1,886252.187558444,95528.5565260891,0,142304.897897233,0,0,1977,7919094.21651688
319232.378226185,7919094.21651688,6047998.65365224,1,252856.854889953,232954.893475034,0,1048800.1809499,0,0,1978,24927042.4540045
314282.121352033,24927042.4540045,5468930.89033343,1,16927229.392802,351747.963480692,0,1845015.04188107,0,0,1979,37931680.0587372
37502.1260714565,37931680.0587372,5940227.81334074,1,29958381.5132679,616516.198615215,0,1305049.21482039,0,0,1980,6901353.487937
2129.52989748326,6901353.487937,2024757.69932087,1,3806685.58379028,382348.236280229,0,675757.592287233,0,0,1981,2811875.13885419
15273.2891589374,2811875.13885419,1613301.04360805,1,174743.796528511,230825.957723944,0,718009.887947749,0,0,1982,21496871.5657005
69687.4489251128,21496871.5657005,18868217.3548323,1,1372782.63166378,121673.878183841,0,1063135.97082251,0,0,1983,23930917.9594445
13602.8583166852,23930917.9594445,2539066.59168197,1,17920528.0470085,987655.452299806,0,2470065.01013749,0,0,1984,14093497.2886078
3.924806862391271e-09,14093497.2886078,745204.880337452,1,8291131.05502916,3664906.08951518,0,1385037.26297717,0,0,1985,2012448.61164036
530.635307810801,2012448.61164036,492725.220202652,1,962184.743911971,364137.393517099,0,188998.296795344,0,0,1986,10318113.2551303
2975.84575186305,10318113.2551303,9267004.55534506,1,514201.0486565,147140.098031387,0,385822.910209325,0,0,1987,6860048.61236509
46572.4199975416,6860048.61236509,2578692.80069278,1,1111077.28268785,111121.69015563,0,2995169.76133723,0,0,1988,20484408.0004728
36966.3804388296,20484408.0004728,1051304.82291986,1,17559241.7863788,386132.472532183,0,1438442.50166142,0,0,1989,18192988.9596541
4.7662727555542105e-09,18192988.9596541,652916.622529594,1,14851620.6994626,1663050.62238422,0,959015.790900485,0,0,1990,8613126.79315834
32611.8788612374,8613126.79315834,4715391.65107696,1,1539423.85730161,1382907.30562953,0,868158.917998469,0,0,1991,10628639.8065646
17857.5404533036,10628639.8065646,3035791.52389429,1,4276085.75760363,1007435.7119005,0,2193830.71264806,0,0,1992,8064870.93020834
146492.581695451,8064870.93020834,1860643.86705856,1,3698337.32271235,329082.114224602,0,1958434.41272523,0,0,1993,21592336.7833691
82362.8735844383,21592336.7833691,1635679.81816017,1,18335388.8386841,453907.018385498,0,1072382.73567232,0,0,1994,28426663.0971022
1940.0294453092,28426663.0971022,2192435.47131083,1,22046413.9434309,3276620.61265222,0,890766.528272166,0,0,1995,4474670.1871751
2138.09363863227,4474670.1871751,651582.687252569,1,1008515.73343956,1626783.69450554,0,1181693.15116645,0,0,1996,2392217.58378593
678.337366767972,2392217.58378593,1087088.05581493,1,751845.117502997,236952.149820738,0,300635.187870466,0,0,1997,3811020.54992795
47953.4540754297,3811020.54992795,2023631.03936713,1,683919.411290515,162224.407405591,0,873115.774861855,0,0,1998,13203151.6074049
3.53387605278922e-09,13203151.6074049,7737952.02207543,1,3920260.54867729,477949.00043002,0,1062071.60333619,0,0,1999,3569959.42104111
0.0,3569959.42104111,547555.939104106,1,677133.031946363,247104.976104451,0,2098055.6476268,0,0,2000,1940224.70834125
14.6767322231234,1940224.70834125,159364.714192619,1,24302.420013975,96801.7625841593,0,1651817.78641507,0,0,2001,897873.611039126
638.135609259161,897873.611039126,375942.275188152,1,342016.937402607,27655.7467201827,0,140515.836672732,0,0,2002,2001790.18595576
51079.32601503,2001790.18595576,1010493.43929947,1,343819.119616924,173308.602266727,0,422187.122837543,0,0,2003,8091278.30934923
3.7705069848490906e-09,8091278.30934923,1884667.87736433,1,5815822.76878839,93558.6819483327,0,278784.258858939,0,0,2004,2867678.88859573
1450.35672365002,2867678.88859573,633259.026961788,1,742842.990470394,208249.328913572,0,1264567.00289689,0,0,2005,5715389.79610706
2385.72144724474,5715389.79610706,2456932.18694439,1,819689.213281803,367259.346565094,0,2051098.47023304,0,0,2006,5917491.96338967
3.2868421556341104e-09,5917491.96338967,3595854.01013122,1,142426.304356772,901130.75954439,0,1265247.02367751,0,0,2007,6032351.80402454
3.31485859461434e-09,6032351.80402454,4799243.53936282,1,31398.6581417281,10248.7953555799,0,1186521.23070345,0,0,2008,6961784.09424465
